edge_id,start_node,end_node,length,name,oneway
216,53395755,5474445121,93.17679786816416,,False
217,53396044,2055106882,9.1736842984515,,False
218,53396044,441517209,103.93871048105926,Observatory Drive,False
219,53396044,2987142659,7.025683906322173,Observatory Drive,False
220,53402066,1849046322,6.661268118533646,,False
221,53402066,2615876740,8.311123610041632,,False
222,53402066,2615876669,56.7915759408996,Highland Avenue,False
223,53402066,1188018767,15.325820240492071,Highland Avenue,False
224,53413603,2987142642,8.172903228564131,Babcock Drive,False
225,53413603,3031362438,8.599557994666128,Babcock Drive,False
226,53413603,442423913,10.298145851180577,Observatory Drive,False
227,53413603,37923771,9.478579106022806,Observatory Drive,False
228,53413619,2987142647,9.384896697621965,Elm Drive,False
229,53413619,2987142660,10.169250158410778,Observatory Drive,False
230,53413619,441517209,10.437463519076996,Observatory Drive,False
231,53413619,441454142,8.250775157576852,Elm Drive,False
232,53413624,2988956416,9.827871047622804,Observatory Drive,False
233,53413624,441988161,12.957170394518867,,False
234,53413624,2988956421,154.64651336990892,Observatory Drive,False
235,53413634,1850006054,14.983218688199813,Observatory Drive,False
236,53413634,433483060,24.93225372695975,,False
237,53413634,433483069,10.742154937382494,,False
238,53413644,53596644,7.768293073188267,Gifford Pinchot Drive,False
239,53413644,452858637,12.255777354628261,Observatory Drive,False
240,53413644,6776846629,60.53326137980757,Observatory Drive,False
241,53430937,3026627135,3.9515350804179667,University Bay Drive,False
242,53430937,53430944,251.48572069333557,Lake Mendota Drive,False
243,53430937,3026627143,52.331639600771105,University Bay Drive,False
244,53430944,5472078833,14.03427405661788,Eagle Heights Drive,False
245,53430944,53430937,251.48572069333554,Lake Mendota Drive,False
246,53430944,53430945,9.696430472280824,Lake Mendota Drive,False
247,53430945,7777124977,14.318641078233656,,False
248,53430945,5478807803,7.062074485477108,,False
249,53430945,6853663978,201.4247163591266,Lake Mendota Drive,False
250,53430945,6853663975,209.98767278660196,Lake Mendota Drive,False
251,53430945,53430944,9.696430472280824,Lake Mendota Drive,False
252,53430972,5479073808,9.666058689199446,,False
253,53430972,5472071379,46.791442210777454,Lake Mendota Drive,False
254,53430972,515365856,57.002287897716755,Lake Mendota Drive,False
255,53431069,53431072,17.56960966221542,Lake Mendota Drive,False
256,53431069,53352223,82.56484705101802,Eagle Heights Drive,False
257,53431069,5472064687,244.0528916596745,Lake Mendota Drive,False
258,53431072,8779374943,2.8510618174134095,,False
259,53431072,53431069,17.56960966221542,Lake Mendota Drive,False
260,53431072,440543509,101.29406699585944,,False
261,53438915,2987142574,8.20600958506197,Elm Drive,False
262,53438915,441988164,9.609984417387551,Linden Drive,False
263,53438915,7051892032,28.72101003756688,Linden Drive,False
264,53446745,3812645622,41.83584673710257,Clymer Place,False
265,53446745,1179459725,9.96700520853041,Clymer Place,False
266,53446745,3812645620,1.9245150918173501,,False
267,53446745,1859409750,52.44317875121551,,False
268,53446747,3812645625,2.7458732752968933,Clymer Place,False
269,53446747,3812645622,3.193216926081075,Clymer Place,False
270,53446747,1859409755,53.906016750533695,Bernard Court,False
271,53446757,1859409743,8.464042682360486,Clymer Place,False
272,53446757,2988209507,9.180104916091828,,False
273,53446757,5471665310,53.99896092481716,North Brooks Street,False
274,53446757,2988209500,10.709318836502469,North Brooks Street,False
275,53446761,1859366391,51.28688816515961,,False
276,53446761,53446763,6.3220557021461135,,False
277,53446761,1859366424,54.75899860378031,,False
278,53446761,2988209509,75.24714556722638,,False
279,53446763,1533633306,34.6817504186806,North Mills Street,False
280,53446763,53446761,6.3220557021461135,,False
281,53446763,53668995,54.07560419207623,North Mills Street,False
282,53456047,53461758,49.16627404647028,University Avenue,False
283,53456047,1857601500,13.654915071205803,Lorch Street,False
284,53456047,1857601569,36.144375716218406,University Avenue,False
285,53456049,1857601743,9.885326371073997,Lorch Street,False
286,53461749,1887360611,14.020701372555209,University Avenue,False
287,53461749,1887360609,18.812843772619583,University Avenue,False
288,53461749,3607816596,17.12348904705935,North Charter Street,False
289,53461749,2988748362,13.984368549134992,North Charter Street,False
290,53461758,2990318266,13.102776959862485,University Avenue,False
291,53461758,53456047,49.16627404647028,University Avenue,False
292,53461758,5371201271,14.39995192958216,North Randall Avenue,False
293,53461764,1997867158,10.183467662439075,Henry Mall,False
294,53461764,53589716,23.372090860738428,University Avenue,False
295,53461764,3607816638,45.075658168819196,University Avenue,False
296,53461764,1887371649,45.093265561801104,Campus Drive,False
297,53461779,452866506,8.028131672951249,Campus Drive,False
298,53461796,1857601784,85.8055679203382,Campus Drive,False
299,53461798,1857568216,8.095148799183729,Engineering Drive,False
300,53472268,3744706068,10.567736550658543,Capitol Court,False
301,53472268,53607057,50.51633473359137,North Charter Street,False
302,53472268,3026444545,4.293060244517897,North Charter Street,False
303,53472269,3811353266,25.626106968597668,Capitol Court,False
304,53472269,3811330944,34.9438045219382,Capitol Court,False
305,53472269,3026444549,3.4368881930467503,Coyne Court,False
306,53473418,437729828,14.232876119963182,,False
307,53473418,442750410,10.780572417880704,,False
308,53473418,53394479,22.642040373195155,Eagle Heights Drive,False
309,53473418,53367359,56.04328538753305,Eagle Heights Drive,False
310,53476004,53580606,6.082419885162509,Babcock Drive,False
311,53476004,3031362461,7.383332262366864,,False
312,53476004,442423847,5.222510265483914,,False
313,53476004,3031362525,27.434165373560067,Babcock Drive,False
314,53484597,2615876804,9.503073290524439,Observatory Drive,False
315,53484597,3026533293,12.9316497047044,Highland Avenue,False
316,53484597,6223161485,9.324378317554945,,False
317,53484597,340001960,9.55254372970218,,False
318,53484597,3026533270,14.008285238850732,Highland Avenue,False
319,53486793,465144391,20.445687292990588,Linden Drive,False
320,53486793,53326199,72.40890304287342,Linden Drive,False
321,53486793,465144323,8.384125179556467,,False
322,53486793,461489751,9.256856117546276,,False
323,53486800,2988749240,73.41612113860765,Linden Drive,False
324,53486800,2708071987,7.392010136578108,Linden Drive,False
325,53486800,465144337,7.272612058112495,Lorch Street,False
326,53486805,465144336,5.64556496979706,Linden Drive,False
327,53486805,53486808,22.41967628653152,Linden Drive,False
328,53486805,1997867160,9.096805862576923,Henry Mall,False
329,53486808,53486805,22.41967628653152,Linden Drive,False
330,53486808,1997867162,5.361161218367538,Linden Drive,False
331,53486808,1997867159,9.040981262966861,Henry Mall,False
332,53486814,3033934077,10.080706725348312,Linden Drive,False
333,53486814,3033934078,8.897923984292955,Babcock Drive,False
334,53486814,3033934071,11.429116081729761,Babcock Drive,False
335,53486814,53486817,10.941441226237817,Linden Drive,False
336,53486817,53486814,10.941441226237817,Linden Drive,False
337,53486817,53370686,142.2793093667063,Linden Drive,False
338,53486817,1859403356,8.575209843180055,,False
339,53486817,445918898,7.7071694433439415,,False
340,53486848,2988375171,7.402788758879101,,False
341,53486848,53486858,73.17999694514953,Linden Drive,False
342,53486848,441988164,20.122381417757488,Linden Drive,False
343,53486858,442751259,35.298061486320314,Linden Drive,False
344,53486858,452861059,8.12837685343362,Farm Place,False
345,53486858,53486848,73.17999694514953,Linden Drive,False
346,53486863,53486866,18.11435444649139,Linden Drive,False
347,53486863,442751258,45.48848973917584,Linden Drive,False
348,53486863,452861058,7.2388181776988265,Farm Place,False
349,53486866,53486863,18.11435444649139,Linden Drive,False
350,53486866,2988375170,6.386556866357643,,False
351,53486866,452861057,6.327130599894323,,False
352,53486866,4055682401,24.290347489705553,Linden Drive,False
353,53486878,12046977586,3.77022207826985,Easterday Lane,False
354,53486878,12046956627,8.897429697385052,,False
355,53486878,9075294884,27.398714237728836,Linden Drive,False
356,53486879,320757191,30.54155543909541,,False
357,53488193,2994560875,8.765944130178012,Conklin Place,False
358,53488193,9570951005,24.070122291240835,North Brooks Street,False
359,53488193,11369618817,43.68588781306964,North Brooks Street,False
360,53488195,2994560876,8.95341322362107,Conklin Place,False
361,53488195,53668997,52.319408046925815,North Mills Street,False
362,53488195,3607816590,55.199914711958805,North Mills Street,False
363,53499299,2988966640,13.513376570847281,,False
364,53523650,2990318172,10.015795276692698,North Randall Avenue,False
365,53523650,1345424861,7.337694136164093,North Randall Avenue,False
366,53523650,1857601633,11.557647417358762,Engineering Drive,False
367,53529426,3100649351,10.018556864471087,,False
368,53529426,11990422389,9.952035382835202,,False
369,53529426,3100649346,16.682426633467788,East Campus Mall,False
370,53529426,3100649354,8.8195805983299,East Campus Mall,False
371,53580585,4139777046,5.471067921309706,,False
372,53580585,1887375127,81.13883737692466,Babcock Drive,False
373,53580585,6577823481,41.84216359029882,Babcock Drive,False
374,53580585,1857788759,10.40993644473592,,False
375,53580606,53476004,6.082419885162509,Babcock Drive,False
376,53580606,3080538572,16.34714828401758,Babcock Drive,False
377,53580606,445924442,7.359242944492719,Tripp Circle,False
378,53580611,3031362525,9.524692498034735,Babcock Drive,False
379,53580611,5439028963,20.444722288067332,,False
380,53580611,3080538552,24.724696215478524,,False
381,53582203,2987978242,8.183585909095843,,False
382,53589708,2708071928,13.866797709941153,Henry Mall,False
383,53589708,53589713,21.817469935092024,Henry Mall,False
384,53589708,2708071921,26.534386069220698,Henry Mall,False
385,53589713,53589708,21.817469935092024,Henry Mall,False
386,53589713,2708071938,13.580427674294885,Henry Mall,False
387,53589713,3101265721,13.188377261093123,Henry Mall,False
388,53589715,2988748407,22.08484677991676,Henry Mall,False
389,53589715,465144281,26.578605061079063,Henry Mall,False
390,53589715,1997867160,29.925931645271692,Henry Mall,False
391,53589716,1850005999,10.919357222592792,Henry Mall,False
392,53589716,53461764,23.372090860738428,University Avenue,False
393,53589716,1857601569,10.700846245156374,University Avenue,False
394,53596634,5630986768,9.495127792505954,Gifford Pinchot Drive,False
395,53596634,3033922201,8.066660523386425,,False
396,53596634,3033922203,6.015654029640047,Walnut Street,False
397,53596634,3033922197,6.972163583242545,Walnut Street,False
398,53596644,53413644,7.768293073188267,Gifford Pinchot Drive,False
399,53596644,3026533276,102.59672838893574,,False
400,53596644,1848954778,12.458335763079589,,False
401,53596818,2990318233,11.082741724181465,North Randall Avenue,False
402,53596818,2990318242,9.262678688210961,North Randall Avenue,False
403,53596818,2990318231,12.929124882057426,North Randall Avenue,False
404,53596826,1345424866,6.8728576757122894,West Johnson Street,False
405,53596826,2995259588,10.208991017141313,,False
406,53596826,2995259600,9.07238665579011,,False
407,53596826,1345424862,100.06724090154172,West Johnson Street,False
408,53607057,53607058,25.945521306111775,North Charter Street,False
409,53607057,53472268,50.51633473359137,North Charter Street,False
410,53607057,3026444577,8.553840832095085,,False
411,53607058,53607057,25.945521306111775,North Charter Street,False
412,53607058,3744706071,9.179133416693054,,False
413,53607073,1857601664,10.112827971338039,,False
414,53607073,1859366395,9.333044612949285,,False
415,53607073,53607075,10.930552182001565,North Charter Street,False
416,53607073,1533633330,21.18276880677473,North Charter Street,False
417,53607075,2995259580,10.943155028449414,West Johnson Street,False
418,53607075,2995259589,9.940959952701323,North Charter Street,False
419,53607075,53607073,10.930552182001565,North Charter Street,False
420,53607075,2995259579,9.3595317062983,West Johnson Street,False
421,53615850,3026533366,10.364067477309781,Marsh Lane,False
422,53615850,3026533367,10.185087711053788,Marsh Lane,False
423,53615850,1188039691,9.953033714771287,University Bay Drive,False
424,53616182,3026444684,8.373998417457182,North Brooks Street,False
425,53618170,452858622,9.730147374732944,,False
426,53618170,2988956360,9.006816430425653,Walnut Street,False
427,53618170,2988956359,8.973623375765026,Walnut Street,False
428,53618170,452265825,9.543741090948526,Linden Drive,False
429,53623647,441454175,7.13933007669468,,False
430,53623647,1188039696,10.014257626593745,,False
431,53623647,53623648,10.757651181987734,Walnut Street,False
432,53623647,4055668468,143.82019807375195,Walnut Street,False
433,53623648,3026626864,11.250344285748646,Marsh Lane,False
434,53623648,53623649,11.274739823528577,Walnut Street,False
435,53623648,53623647,10.757651181987734,Walnut Street,False
436,53623649,53623648,11.274739823528577,Walnut Street,False
437,53623649,1188039747,7.740617261751358,,False
438,53623649,3031165495,79.53328182098312,Walnut Street,False
439,53623649,1188039735,10.39485163885675,,False
440,53623657,53623658,26.214113320118088,Walnut Street,False
441,53623657,53623658,290.79028804813123,,False
442,53623657,1188039701,26.823511175524278,Walnut Street,False
443,53623658,53623661,21.358241203856906,Walnut Street,False
444,53623658,53623657,26.214113320118088,Walnut Street,False
445,53623658,53623657,290.7902880481313,,False
446,53623661,3031165519,20.220997724596316,Walnut Street,False
447,53623661,3031165519,342.06156142447435,,False
448,53623661,53623658,21.358241203856906,Walnut Street,False
449,53623671,441454179,8.106644009812472,Walnut Street,False
450,53623671,1188055845,8.852884374911639,Walnut Street,False
451,53623671,1188055749,9.709453980807437,University Bay Drive,False
452,53623671,1188055856,8.873382548524567,University Bay Drive,False
453,53652463,53652465,8.919288108855891,University Avenue,False
454,53652463,1887360596,8.124073723829088,University Avenue,False
455,53652463,3607816590,13.548171117452837,North Mills Street,False
456,53652465,53652463,8.919288108855891,University Avenue,False
457,53652465,1887360611,137.6318224118304,University Avenue,False
458,53652465,1857601605,13.669974569002953,,False
459,53652465,3607816642,12.042822347049825,,False
460,53668981,2410237418,9.740702881533405,North Mills Street,False
461,53668981,3026444663,9.587072274697272,,False
462,53668984,2410237412,28.955611118724477,North Mills Street,False
463,53668984,3026444669,35.00844291575741,North Mills Street,False
464,53668984,3455721653,9.073499667377021,,False
465,53668995,3607816556,10.227277222840574,,False
466,53668995,3607816558,8.829999276243944,,False
467,53668995,53668996,11.610142079198512,North Mills Street,False
468,53668995,53446763,54.07560419207623,North Mills Street,False
469,53668996,53668997,10.575029934217863,North Mills Street,False
470,53668996,3607816560,12.698645131379253,West Johnson Street,False
471,53668996,53668995,11.610142079198512,North Mills Street,False
472,53668997,1857601461,9.16438514326472,,False
473,53668997,1857601819,8.132559488307459,,False
474,53668997,53488195,52.319408046925815,North Mills Street,False
475,53668997,53668996,10.575029934217863,North Mills Street,False
476,53677748,2988375113,15.863177202438422,,False
477,53677748,53677752,22.98193932549594,,False
478,53677748,2988375077,81.22216148820455,,False
479,53677752,3229347471,7.274169684644086,Farm Place,False
480,53677752,53677748,22.981939325495933,,False
481,53677752,2988375113,24.021715011630548,,False
482,53677756,451331591,19.59118193641027,,False
483,53677756,451331686,23.023796011296835,Farm Place,False
484,53677756,3229347471,57.796358437962446,Farm Place,False
485,53703066,2988748395,8.762549058481731,Lorch Street,False
486,53703066,465144340,3.923271441986978,,False
487,53703066,465144342,2.42471953319206,,False
488,53703271,515365960,63.52696648498025,,False
489,53703271,259898808,18.399867072923136,University Bay Drive,False
490,53703271,3026627143,326.6584789074134,University Bay Drive,False
491,53725877,3031362459,3.8158065491196242,Tripp Circle,False
492,53725877,53725886,29.76091571483664,Tripp Circle,False
493,53725877,4055616208,43.44067485279766,Tripp Circle,False
494,53725879,2987142740,8.30646732753174,,False
495,53725879,450505563,4.781830074623444,,False
496,53725879,445924442,54.19977688563507,Tripp Circle,False
497,53725879,3031362459,33.92860163567271,Tripp Circle,False
498,53725886,2987142738,5.193578920905985,,False
499,53725886,4055616208,14.99320444663931,Tripp Circle,False
500,53725886,53725877,29.760915714836642,Tripp Circle,False
501,259898388,441454182,306.4658779010317,Howard Temin Lakeshore Path,False
502,259898548,1188055852,366.5860327070938,,False
503,259898548,4055648579,87.48736847329748,University Bay Drive,False
504,259898548,3936795926,88.70864246231793,University Bay Drive,False
505,259898698,259898699,24.75293242045155,,False
506,259898698,3026627075,49.56154445285203,,False
507,259898699,53359737,127.84091154689463,University Bay Drive,False
508,259898699,259898698,24.75293242045155,,False
509,259898699,3936956850,27.570982000466817,University Bay Drive,False
510,259898771,6854496304,5.1382504879298345,,False
511,259898771,2306848466,26.46598118730818,,False
512,259898771,6854496309,161.29838505546914,,False
513,259898808,2306848466,8.774133616417467,University Bay Drive,False
514,259898808,8731172068,24.871580501990167,,False
515,259898808,8584497811,20.763415456223537,,False
516,259898808,53703271,18.399867072923136,University Bay Drive,False
517,259898861,259898862,7.07819419256388,,False
518,259898861,2615876761,8.280150820718825,,False
519,259898861,3026626806,10.737500519059209,Highland Avenue,False
520,259898861,3026626828,7.215183356567678,Highland Avenue,False
521,259898862,259898861,7.07819419256388,,False
522,259898862,3026626839,7.15809422395222,,False
523,259898862,1859407193,9.067424554133932,,False
524,259898862,259898895,19.830149318755776,,False
525,259898863,259898895,7.986305360003379,,False
526,259898863,1859407177,10.431843897191458,,False
527,259898863,1188039679,86.4995635242554,,False
528,259898863,3026626895,26.52212347146257,,False
529,259898895,259898863,7.986305360003379,,False
530,259898895,259898862,19.830149318755776,,False
531,259898895,1188018744,124.37739130146998,,False
532,281654156,440551012,13.353785258378918,,False
533,281654156,281654157,36.353267531213184,,False
534,281654156,6854488128,258.56298189798406,,False
535,281654157,440551012,38.06229838043505,,False
536,281654157,281654160,130.54531638386746,,False
537,281654157,281654156,36.353267531213184,,False
538,281654160,3905995093,264.30348524775803,,False
539,281654160,5447122847,38.56726202308299,,False
540,281654160,281654157,130.5453163838675,,False
541,281654170,5447122847,209.45582724744872,,False
542,281654170,5447122847,198.18430489874115,,False
543,281654170,3905995094,30.633891646904793,,False
544,281654170,3905995093,13.374610248041591,,False
545,281747054,445205687,25.585039027162203,,False
546,281747054,53299047,14.461199197940985,,False
547,281747054,430300299,155.025075861454,,False
548,281747054,10780895399,32.34478020824938,,False
549,281747056,53299012,27.82496080971315,,False
550,281747056,53299020,29.743357635739624,,False
551,281747056,4179370670,19.73182648218287,,False
552,281747056,10780895411,14.716273485720263,,False
